L_ORDERKEY,L_PARTKEY,L_SUPPKEY,L_LINENUMBER,L_QUANTITY,L_EXTENDEDPRICE,L_DISCOUNT,L_TAX,L_RETURNFLAG,L_LINESTATUS,L_SHIPDATE,L_COMMITDATE,L_RECEIPTDATE,L_SHIPINSTRUCT,L_SHIPMODE,L_COMMENT
50018,1106,79,5,22,22156,0,0,N,O,1998-02-04,1997-12-11,1998-02-21,TAKE BACK RETURN,TRUCK,ans boost careful
50018,998,99,6,43,81657,0,0,N,O,1997-11-20,1997-12-31,1997-11-23,NONE,MAIL,lly furiously regular pinto bea
50018,1133,70,7,37,38263,0,0,N,O,1997-12-09,1998-01-15,1997-12-17,COLLECT COD,REG AIR,"even, even "
50020,1575,56,1,22,32485,0,0,N,O,1996-06-28,1996-08-01,1996-06-29,DELIVER IN PERSON,RAIL,gular foxes wake ironic
50020,997,66,2,36,68328,0,0,N,O,1996-07-25,1996-08-01,1996-08-06,DELIVER IN PERSON,MAIL,le blithely.
50020,305,34,3,30,36159,0,0,N,O,1996-10-04,1996-07-14,1996-10-28,DELIVER IN PERSON,AIR,"hins. bold, reg"
50020,1296,34,4,10,11973,0,0,N,O,1996-06-19,1996-08-14,1996-07-06,NONE,SHIP,aringly express dependencies. slyly i
50020,1860,61,5,33,58141,0,0,N,O,1996-09-03,1996-08-09,1996-09-20,NONE,RAIL,ording to the slyly expr
50022,262,17,1,31,36030,0,0,N,O,1996-02-29,1996-05-13,1996-03-09,NONE,TRUCK,ss packages haggle slyly fina
50022,1858,59,2,6,10559,0,0,N,O,1996-06-19,1996-04-28,1996-06-25,NONE,SHIP,ites affix carefully alongside of the furio
50022,1988,33,3,26,49139,0,0,N,O,1996-03-01,1996-04-05,1996-03-04,COLLECT COD,REG AIR,ed foxes serve along the exp
50022,340,41,4,48,59536,0,0,N,O,1996-03-21,1996-04-21,1996-03-22,NONE,MAIL,usly regular deposits. slyly
50022,780,45,5,35,58827,0,0,N,O,1996-04-12,1996-04-24,1996-04-23,DELIVER IN PERSON,REG AIR,"sly ironic requests against the pending, si"
50022,54,80,6,32,30530,0,0,N,O,1996-05-04,1996-04-27,1996-05-06,COLLECT COD,REG AIR,odolites alongside of the even excuses
50023,1669,93,1,48,75392,0,0,N,O,1997-07-18,1997-06-03,1997-08-14,TAKE BACK RETURN,FOB,sleep slyly. carefully eve
50023,881,82,2,48,85530,0,0,N,O,1997-05-02,1997-05-15,1997-05-30,COLLECT COD,REG AIR,ly furiously regular accounts. blith
50023,781,14,3,21,35317,0,0,N,O,1997-06-29,1997-06-07,1997-07-12,COLLECT COD,REG AIR,y even platelets. caref
50023,1841,85,4,24,41828,0,0,N,O,1997-04-21,1997-06-06,1997-05-20,DELIVER IN PERSON,FOB,ts haggle ev
50023,1650,51,5,4,6207,0,0,N,O,1997-06-14,1997-07-05,1997-07-06,NONE,AIR,furiously final depths thrash carefull
50023,1736,79,6,38,62234,0,0,N,O,1997-05-03,1997-06-22,1997-05-08,TAKE BACK RETURN,TRUCK,es along th
50049,137,38,1,37,38374,0,0,N,O,1996-05-21,1996-04-20,1996-06-02,COLLECT COD,RAIL,s wake blithely. expres
50049,1903,4,2,37,66781,0,0,N,O,1996-03-13,1996-03-22,1996-03-20,COLLECT COD,TRUCK,instructions. fina
50049,1451,52,3,10,13525,0,0,N,O,1996-04-20,1996-04-10,1996-05-04,NONE,FOB,"c accounts. express, ironic theodolites m"
50049,1564,65,4,29,42501,0,0,N,O,1996-05-09,1996-04-28,1996-05-26,COLLECT COD,TRUCK,usly final foxes x-ray quickly. fur
50049,1120,21,5,44,44929,0,0,N,O,1996-03-22,1996-03-10,1996-04-21,NONE,REG AIR,rnis. blithely final acco
50080,723,88,1,39,63325,0,0,N,O,1997-03-07,1997-03-25,1997-03-31,DELIVER IN PERSON,MAIL," fluffily b"
50080,1827,71,2,49,84712,0,0,N,O,1997-05-08,1997-04-12,1997-05-12,NONE,TRUCK,ckly unusual accounts caj
50080,1781,24,3,5,8414,0,0,N,O,1997-04-18,1997-04-25,1997-05-09,NONE,RAIL,lithe foxes-- idle accou
50080,1348,87,4,9,11244,0,0,N,O,1997-03-08,1997-05-16,1997-03-16,TAKE BACK RETURN,RAIL," slyly final ideas cajo"
50080,1669,93,5,23,36125,0,0,N,O,1997-02-27,1997-04-14,1997-03-15,TAKE BACK RETURN,RAIL,ecial instructions. carefully f
50084,110,37,1,1,1010,0,0,N,O,1998-06-19,1998-06-27,1998-06-21,TAKE BACK RETURN,SHIP,ly special asymptot
50084,72,48,2,24,23330,0,0,N,O,1998-06-22,1998-05-19,1998-06-23,NONE,AIR,ronic theod
50084,988,91,3,48,90671,0,0,N,O,1998-04-29,1998-05-28,1998-05-20,NONE,REG AIR,dolites cajole. blithely expr
50084,1932,21,4,16,29343,0,0,N,O,1998-08-10,1998-05-19,1998-08-15,TAKE BACK RETURN,MAIL," maintain carefull"
50084,384,69,5,16,20550,0,0,N,O,1998-05-20,1998-06-09,1998-06-11,TAKE BACK RETURN,SHIP,ccording to the fina
50084,427,86,6,41,54424,0,0,N,O,1998-07-03,1998-06-23,1998-07-17,TAKE BACK RETURN,TRUCK,ular requests. carefully even foxes acros
50084,1386,1,7,5,6437,0,0,N,O,1998-05-03,1998-06-13,1998-05-10,DELIVER IN PERSON,RAIL,ts. requests use slyly re
50112,1042,43,1,24,22633,0,0,N,O,1996-03-08,1995-12-30,1996-03-21,TAKE BACK RETURN,FOB,eas above the blithely regular a
50113,1808,9,1,43,73521,0,0,N,O,1997-01-26,1997-01-26,1997-02-04,NONE,AIR,"riously regular deposits according to the "
50113,1892,93,2,38,68168,0,0,N,O,1997-01-05,1997-02-18,1997-01-17,TAKE BACK RETURN,REG AIR,ic accounts. slyly regular foxes haggle bli
50113,619,82,3,42,63824,0,0,N,O,1997-04-03,1997-02-12,1997-04-26,NONE,MAIL,. pending accounts about the expr
50113,1206,7,4,26,28787,0,0,N,O,1997-03-07,1997-03-01,1997-04-02,COLLECT COD,AIR," bold pinto beans. fluffily ironic foxes ar"
50113,1023,29,5,34,31417,0,0,N,O,1997-01-09,1997-01-22,1997-01-19,COLLECT COD,TRUCK,ons. slyly regular ide
50113,1358,73,6,2,2519,0,0,N,O,1997-03-11,1997-02-15,1997-03-13,NONE,FOB,ep against the
50113,298,99,7,41,49130,0,0,N,O,1997-03-31,1997-01-29,1997-04-25,TAKE BACK RETURN,RAIL,ly bold ideas across the carefully pe
50114,794,27,1,44,74571,0,0,N,O,1997-01-04,1997-01-01,1997-01-05,COLLECT COD,REG AIR,"as. special, special accounts are bl"
50114,489,19,2,27,37516,0,0,N,O,1997-01-09,1997-02-16,1997-01-20,DELIVER IN PERSON,REG AIR,inal accounts. carefully even ideas i
50114,48,24,3,21,19909,0,0,N,O,1997-02-14,1997-01-24,1997-03-05,TAKE BACK RETURN,TRUCK,osits. quickly e
50114,143,22,4,28,29208,0,0,N,O,1996-12-13,1997-02-10,1997-01-11,TAKE BACK RETURN,SHIP,"nusual, even accounts are qui"
50114,961,96,5,11,20482,0,0,N,O,1997-03-18,1997-01-24,1997-04-05,DELIVER IN PERSON,AIR,ly special t
50114,1137,38,6,13,13496,0,0,N,O,1997-02-22,1997-02-01,1997-03-13,COLLECT COD,REG AIR,side of the carefully unusual deposi
50116,1515,96,1,1,1417,0,0,N,O,1996-06-29,1996-07-19,1996-07-01,COLLECT COD,AIR,ccounts at the expre
50116,1926,15,2,21,38386,0,0,N,O,1996-06-06,1996-06-11,1996-06-14,TAKE BACK RETURN,REG AIR,wake carefully deposits. package
50116,1535,56,3,34,48842,0,0,N,O,1996-06-01,1996-06-17,1996-06-02,NONE,MAIL,ctions: final foxes are fluffily p
50150,1328,29,1,20,24586,0,0,N,O,1996-06-11,1996-07-17,1996-07-10,TAKE BACK RETURN,AIR,sts detect even
50150,812,12,2,45,77076,0,0,N,O,1996-07-16,1996-08-07,1996-07-28,DELIVER IN PERSON,TRUCK,e furiously. slyly special pinto beans abov
50150,676,77,3,23,36263,0,0,N,O,1996-08-15,1996-06-17,1996-08-20,DELIVER IN PERSON,SHIP,hlessly against the blithely speci
50150,1941,30,4,14,25801,0,0,N,O,1996-05-22,1996-08-02,1996-06-03,DELIVER IN PERSON,REG AIR,ge packages. sl
50150,952,21,5,27,50030,0,0,N,O,1996-08-19,1996-07-20,1996-09-10,COLLECT COD,SHIP," the idle, bold theodolites. "
50150,1590,91,6,22,32815,0,0,N,O,1996-07-10,1996-06-24,1996-08-06,TAKE BACK RETURN,SHIP," haggle slyly. instructions dou"
50150,698,99,7,15,23980,0,0,N,O,1996-06-14,1996-08-07,1996-06-24,COLLECT COD,MAIL,"d packages "
50151,1290,28,1,31,36930,0,0,N,O,1998-07-19,1998-07-05,1998-08-17,COLLECT COD,MAIL,s. furiously ironic deposi
50151,1031,32,2,34,31689,0,0,N,O,1998-08-29,1998-07-19,1998-09-06,TAKE BACK RETURN,AIR,n packages. thinly even accounts sleep c
50151,1350,89,3,2,2503,0,0,N,O,1998-05-17,1998-08-06,1998-06-08,NONE,FOB,arefully special theodol
50151,106,7,4,43,43262,0,0,N,O,1998-08-28,1998-07-10,1998-09-22,COLLECT COD,TRUCK,"to beans wake regular, final "
50151,1498,77,5,45,62977,0,0,N,O,1998-08-24,1998-06-09,1998-09-23,NONE,MAIL,ic platelets around the
50177,336,37,1,19,23490,0,0,N,O,1998-05-09,1998-05-07,1998-05-12,TAKE BACK RETURN,FOB,nic asymptotes are carefully slyly final
50177,1662,63,2,7,10946,0,0,N,O,1998-05-17,1998-05-26,1998-06-16,DELIVER IN PERSON,FOB,nic theodolites us
50177,709,42,3,4,6439,0,0,N,O,1998-04-16,1998-05-04,1998-04-29,COLLECT COD,RAIL,quests. furiously regular requests among t
50177,1705,48,4,16,25707,0,0,N,O,1998-04-02,1998-05-09,1998-04-29,COLLECT COD,MAIL,al packages run daringly regular courts. ca
50177,202,30,5,31,34168,0,0,N,O,1998-05-30,1998-05-18,1998-06-09,TAKE BACK RETURN,MAIL,lyly permanent instructions haggl
50177,1680,4,6,37,58522,0,0,N,O,1998-03-29,1998-04-16,1998-04-25,TAKE BACK RETURN,TRUCK,xcuses boost furiously about the somas. esc
50179,333,34,1,4,4933,0,0,N,O,1998-07-26,1998-05-21,1998-08-07,NONE,FOB,"ove the blithely special "
50179,1520,1,2,38,54018,0,0,N,O,1998-05-15,1998-06-01,1998-05-18,DELIVER IN PERSON,SHIP,"arefully final pinto beans use "
50179,1451,91,3,18,24344,0,0,N,O,1998-04-23,1998-06-08,1998-04-24,DELIVER IN PERSON,AIR,le carefully final d
50179,322,7,4,16,19557,0,0,N,O,1998-07-21,1998-06-19,1998-08-09,NONE,AIR,foxes. carefully pendin
50182,383,40,1,5,6417,0,0,N,O,1997-08-01,1997-08-31,1997-08-31,COLLECT COD,TRUCK," blithely bold accounts"
50182,310,11,2,24,29047,0,0,N,O,1997-10-08,1997-09-25,1997-10-26,NONE,MAIL,nal packages. regular theodolites a
50182,1435,75,3,40,53457,0,0,N,O,1997-09-06,1997-09-05,1997-09-24,DELIVER IN PERSON,RAIL,"refully thin "
50211,1865,66,1,17,30037,0,0,N,O,1997-01-14,1996-12-20,1997-01-20,TAKE BACK RETURN,MAIL,to the quickly sly excus
50211,976,77,2,16,30032,0,0,N,O,1997-02-17,1996-12-19,1997-03-15,COLLECT COD,TRUCK,"pecial asymptotes "
50211,643,6,3,36,55571,0,0,N,O,1996-12-02,1997-01-25,1996-12-21,DELIVER IN PERSON,REG AIR,ld dependencies integrate about the bli
50211,838,5,4,13,22605,0,0,N,O,1997-01-10,1997-01-07,1997-01-27,DELIVER IN PERSON,TRUCK,ix carefully after the quickly express requ
50212,282,64,1,33,39015,0,0,N,O,1997-10-20,1997-11-06,1997-11-19,COLLECT COD,RAIL,n foxes ca
50212,1884,85,2,19,33932,0,0,N,O,1997-11-22,1997-11-21,1997-11-26,NONE,AIR,as. slyly regular ideas sleep alongs
50212,516,17,3,10,14165,0,0,N,O,1997-10-18,1997-11-05,1997-10-25,TAKE BACK RETURN,AIR,kages. quickly expres
50212,250,51,4,18,20705,0,0,N,O,1997-12-01,1997-10-13,1997-12-18,DELIVER IN PERSON,REG AIR,ackages boost after the slyly bold depende
50213,811,11,1,49,83879,0,0,N,O,1997-09-22,1997-08-18,1997-10-22,TAKE BACK RETURN,TRUCK,ully final ideas wake blithely sile
50213,93,44,2,9,8938,0,0,N,O,1997-09-14,1997-09-06,1997-09-27,NONE,RAIL,ely even accounts p
50213,1337,76,3,14,17337,0,0,N,O,1997-07-20,1997-08-26,1997-07-27,COLLECT COD,AIR," even plate"
50213,543,44,4,32,46193,0,0,N,O,1997-07-06,1997-08-06,1997-07-07,TAKE BACK RETURN,RAIL,lets cajole about the bli
50213,776,77,5,28,46950,0,0,N,O,1997-08-19,1997-07-21,1997-08-22,COLLECT COD,FOB,counts. acco
50213,1546,67,6,29,41979,0,0,N,O,1997-09-08,1997-08-20,1997-09-14,TAKE BACK RETURN,MAIL,ckages cajole above the final deposits
50213,1351,52,7,49,61365,0,0,N,O,1997-08-20,1997-08-09,1997-09-16,DELIVER IN PERSON,AIR,thely final
50215,1550,51,1,44,63868,0,0,N,O,1996-06-15,1996-07-11,1996-06-30,NONE,FOB,nal platelets are carefully above the ent
50241,485,44,1,24,33252,0,0,N,O,1998-03-19,1998-02-25,1998-04-14,DELIVER IN PERSON,SHIP,arefully among the slyly s
50241,1663,64,2,20,31293,0,0,N,O,1998-01-25,1998-02-03,1998-02-11,NONE,REG AIR,ending accounts. regular deposits are
50241,317,46,3,31,37737,0,0,N,O,1998-04-17,1998-01-24,1998-04-24,NONE,SHIP,"e besides the unusual, final accounts-- pi"
50241,1497,98,4,10,13985,0,0,N,O,1998-01-25,1998-01-31,1998-02-17,NONE,AIR,cuses; furiously unusual depo
50241,988,57,5,6,11334,0,0,N,O,1998-03-05,1998-03-05,1998-03-25,COLLECT COD,SHIP,ages about th
50241,43,94,6,12,11316,0,0,N,O,1998-01-08,1998-02-18,1998-01-14,COLLECT COD,MAIL,ns according to the final packages haggle f
50241,1495,96,7,3,4189,0,0,N,O,1998-01-25,1998-02-15,1998-01-31,DELIVER IN PERSON,REG AIR,ages boost. sly foxes haggle daringly pen
50245,1618,1,1,19,28873,0,0,N,O,1996-02-03,1996-02-04,1996-02-19,NONE,AIR,"s nag. blithely regular foxes sleep along "
50245,574,35,2,48,70779,0,0,N,O,1996-01-01,1996-03-22,1996-01-21,NONE,MAIL,posits. slyly regular deposits are boldly
50245,1195,32,3,12,13154,0,0,N,O,1996-01-21,1996-02-10,1996-02-08,COLLECT COD,SHIP,"pendencies engage blithely regular "
50245,804,4,4,11,18753,0,0,N,O,1996-03-21,1996-01-30,1996-03-24,DELIVER IN PERSON,MAIL,ickly unusual packages. carefull
50245,1547,68,5,40,57942,0,0,N,O,1996-04-09,1996-03-24,1996-04-24,DELIVER IN PERSON,AIR,"ckly. deposits use-- final "
50247,138,91,1,35,36335,0,0,N,O,1996-02-05,1996-03-09,1996-02-21,TAKE BACK RETURN,AIR,urts agains
50247,1260,61,2,24,27870,0,0,N,O,1996-05-25,1996-03-22,1996-06-16,COLLECT COD,SHIP,requests are into the regularly fin
50247,1327,4,3,1,1228,0,0,N,O,1996-02-04,1996-03-29,1996-02-05,TAKE BACK RETURN,SHIP,"ggle furiously along "
50247,1936,69,4,13,23893,0,0,N,O,1996-04-06,1996-04-07,1996-04-30,TAKE BACK RETURN,REG AIR,"y even, even accounts. slyly regular depos"
50274,538,99,1,20,28771,0,0,N,O,1996-03-07,1996-02-26,1996-03-11,DELIVER IN PERSON,REG AIR,tect furiously busily express dependenc
50274,820,21,2,3,5162,0,0,N,O,1996-02-25,1996-04-07,1996-03-11,TAKE BACK RETURN,SHIP,dependencies cajole slyly
50274,1449,89,3,17,22957,0,0,N,O,1996-04-04,1996-03-25,1996-04-14,COLLECT COD,RAIL,"lly regular deposits. slyly "
50274,1401,41,4,46,59910,0,0,N,O,1996-03-09,1996-04-02,1996-03-16,TAKE BACK RETURN,RAIL,its nag blithely. carefully regular asymp
50274,681,44,5,49,77502,0,0,N,O,1996-05-12,1996-03-05,1996-05-24,TAKE BACK RETURN,RAIL,uffily regular pinto beans sleep s
50311,283,65,1,33,39048,0,0,N,O,1996-04-20,1996-05-07,1996-05-12,TAKE BACK RETURN,MAIL,efore the carefully regular accounts s
50311,859,26,2,49,86233,0,0,N,O,1996-03-01,1996-04-01,1996-03-23,NONE,TRUCK,onic dolphins cajole quickly carefully i
50311,391,76,3,50,64570,0,0,N,O,1996-02-23,1996-04-15,1996-03-14,TAKE BACK RETURN,TRUCK," to the pla"
50311,1468,8,4,49,67104,0,0,N,O,1996-03-28,1996-03-20,1996-04-20,TAKE BACK RETURN,FOB,fily bold fo
50311,1635,77,5,8,12293,0,0,N,O,1996-04-19,1996-03-24,1996-05-17,COLLECT COD,MAIL,"counts? carefully final requests "
50311,574,65,6,40,58983,0,0,N,O,1996-05-21,1996-05-02,1996-06-07,COLLECT COD,RAIL,"ess, final excuse"
50340,778,79,1,40,67151,0,0,N,O,1997-04-18,1997-03-01,1997-05-05,COLLECT COD,TRUCK,"e ironic, expr"
50340,36,87,2,41,38377,0,0,N,O,1997-03-11,1997-03-19,1997-03-15,COLLECT COD,TRUCK,sits sleep carefully even foxes. reg
50340,1220,21,3,12,13455,0,0,N,O,1997-04-07,1997-03-06,1997-04-13,DELIVER IN PERSON,AIR,uriously bold
50340,1852,53,4,49,85939,0,0,N,O,1997-01-17,1997-03-07,1997-02-14,NONE,RAIL,"he furiously careful accounts "
50340,1778,5,5,8,13438,0,0,N,O,1997-04-07,1997-02-22,1997-04-18,TAKE BACK RETURN,TRUCK,n requests after the quickly unusual reques
50340,1341,18,6,48,59632,0,0,N,O,1997-03-30,1997-02-22,1997-04-10,DELIVER IN PERSON,AIR,s. careful
50340,1999,88,7,21,39921,0,0,N,O,1997-03-01,1997-04-03,1997-03-26,COLLECT COD,FOB," theodolites n"
50341,595,86,1,43,64310,0,0,N,O,1998-04-16,1998-05-01,1998-05-08,COLLECT COD,SHIP,eodolites. bold accounts are carefully
50343,173,26,1,32,34341,0,0,N,O,1998-07-12,1998-06-06,1998-07-17,COLLECT COD,MAIL,osits. slyly
50343,378,7,2,24,30681,0,0,N,O,1998-05-17,1998-05-15,1998-06-11,COLLECT COD,SHIP,instructions w
50343,1102,11,3,14,14043,0,0,N,O,1998-03-26,1998-05-12,1998-03-30,TAKE BACK RETURN,RAIL," bold accounts dazzle"
50369,685,86,1,45,71356,0,0,N,O,1998-05-23,1998-04-21,1998-06-09,TAKE BACK RETURN,TRUCK,t the regular excuses. furiously
50369,1358,73,2,3,3778,0,0,N,O,1998-04-04,1998-03-28,1998-04-22,COLLECT COD,REG AIR,. fluffily even courts hi
50369,885,86,3,43,76793,0,0,N,O,1998-05-27,1998-04-10,1998-06-07,NONE,AIR," blithely ironic pinto beans cajole slyly a"
50369,759,56,4,45,74689,0,0,N,O,1998-03-11,1998-04-29,1998-04-07,TAKE BACK RETURN,RAIL,gside of the courts h
50369,2000,89,5,9,8118,0,0,N,O,1998-02-16,1998-04-30,1998-03-04,DELIVER IN PERSON,AIR,ven requests. unusual instr
50369,1981,14,6,6,11298,0,0,N,O,1998-06-05,1998-04-08,1998-06-11,DELIVER IN PERSON,MAIL,egular deposits wake fur
50372,875,76,1,5,8879,0,0,N,O,1997-05-27,1997-04-24,1997-06-26,TAKE BACK RETURN,SHIP," beans cajole against the pending a"
50372,1095,66,2,34,33867,0,0,N,O,1997-04-07,1997-06-13,1997-04-23,NONE,FOB,ven requests sleep fluffi
50375,3,79,1,36,32508,0,0,N,O,1996-09-15,1996-09-03,1996-09-24,NONE,MAIL,e. blithely final deposi
50375,1416,56,2,5,6587,0,0,N,O,1996-08-15,1996-09-22,1996-09-13,DELIVER IN PERSON,REG AIR,"ackages. even, regular accounts agai"
50375,1069,75,3,35,33952,0,0,N,O,1996-11-04,1996-08-08,1996-11-27,COLLECT COD,FOB,"s sleep alongside "
50375,982,83,4,46,86617,0,0,N,O,1996-09-06,1996-08-19,1996-09-27,COLLECT COD,MAIL,apades sleep sometimes slyly
50375,1099,35,5,42,42004,0,0,N,O,1996-09-21,1996-09-29,1996-09-29,DELIVER IN PERSON,SHIP,the ironic theodolites haggl
50401,168,95,1,23,24568,0,0,N,O,1998-01-14,1998-02-11,1998-02-08,NONE,RAIL,e quickly fina
50402,773,6,1,41,68625,0,0,N,O,1998-03-20,1998-02-22,1998-03-21,COLLECT COD,MAIL,cajole across the pending pinto beans. pen
50402,159,12,2,17,18006,0,0,N,O,1998-03-15,1998-02-26,1998-04-01,TAKE BACK RETURN,SHIP,unts? busy
50402,168,47,3,10,10682,0,0,N,O,1998-04-06,1998-01-20,1998-04-09,NONE,SHIP,slyly entici
50402,306,7,4,41,49458,0,0,N,O,1998-01-08,1998-03-05,1998-01-31,NONE,AIR,"inal requests. slow, unusual plate"
50402,363,64,5,39,49271,0,0,N,O,1998-01-09,1998-02-26,1998-01-20,TAKE BACK RETURN,TRUCK,"kages. express, even deposits w"
50406,1640,82,1,29,44708,0,0,N,O,1996-01-22,1996-02-04,1996-02-14,DELIVER IN PERSON,FOB,special requests dete
50406,1870,57,2,8,14175,0,0,N,O,1996-02-15,1996-03-08,1996-02-22,DELIVER IN PERSON,RAIL,"mise. foxes across the furiously "
50435,18,44,1,13,11934,0,0,N,O,1997-09-07,1997-07-14,1997-10-04,COLLECT COD,MAIL," the furiously e"
50435,917,20,2,3,5454,0,0,N,O,1997-08-23,1997-08-07,1997-09-12,DELIVER IN PERSON,RAIL,ding to the blithely regular requests caj
50435,623,86,3,29,44185,0,0,N,O,1997-09-30,1997-07-24,1997-10-22,TAKE BACK RETURN,TRUCK,"ess requests. bold pinto beans are slyly "
50437,812,46,1,23,39395,0,0,N,O,1997-04-08,1997-03-25,1997-04-26,DELIVER IN PERSON,SHIP," quickly ironic "
50437,180,81,2,17,18363,0,0,N,O,1997-06-02,1997-04-19,1997-06-13,NONE,REG AIR,quickly pending dugouts. accounts sl
50437,1942,43,3,33,60850,0,0,N,O,1997-02-26,1997-04-05,1997-03-11,COLLECT COD,SHIP,usly ironic theodolites sleep iro
50437,1153,54,4,35,36895,0,0,N,O,1997-02-22,1997-04-27,1997-03-03,COLLECT COD,FOB,posits. slyly ironic dependencies nag. pa
50437,394,79,5,16,20710,0,0,N,O,1997-06-06,1997-05-01,1997-06-27,TAKE BACK RETURN,AIR,quests! carefully re
50438,1321,98,1,7,8556,0,0,N,O,1996-10-15,1996-09-19,1996-11-13,TAKE BACK RETURN,MAIL,xes haggle boldly within the furious
50439,805,5,1,42,71644,0,0,N,O,1998-06-01,1998-06-12,1998-06-14,NONE,FOB,nding deposits. silen
50439,200,1,2,27,29705,0,0,N,O,1998-03-29,1998-06-14,1998-04-26,COLLECT COD,RAIL,its detect sl
50439,895,95,3,2,3592,0,0,N,O,1998-04-23,1998-05-22,1998-05-03,NONE,TRUCK,longside of the requests run furiously ac
50439,1927,28,4,46,84130,0,0,N,O,1998-07-14,1998-06-02,1998-08-02,DELIVER IN PERSON,FOB,"ly regular, special foxes. fluffily bold d"
50439,746,11,5,33,54342,0,0,N,O,1998-06-07,1998-04-26,1998-06-19,TAKE BACK RETURN,RAIL,ly even asymptotes. ironi
50439,1499,39,6,4,5602,0,0,N,O,1998-06-19,1998-05-12,1998-07-03,TAKE BACK RETURN,REG AIR,"y, special requests haggle quickly final"
50439,214,96,7,5,5571,0,0,N,O,1998-07-20,1998-05-04,1998-08-04,DELIVER IN PERSON,REG AIR,oost blithely. carefull
50467,1332,33,1,34,41933,0,0,N,O,1998-09-05,1998-07-11,1998-09-21,DELIVER IN PERSON,AIR,nly final excuses according to the
50467,1404,5,2,16,20886,0,0,N,O,1998-09-06,1998-07-21,1998-09-30,COLLECT COD,SHIP,arefully. ideas wake carefully among th
50467,1509,90,3,5,7053,0,0,N,O,1998-08-13,1998-08-06,1998-08-27,TAKE BACK RETURN,RAIL,y among the carefully ironic
50467,495,54,4,30,41865,0,0,N,O,1998-09-17,1998-08-28,1998-10-01,COLLECT COD,FOB,"d requests believe carefully. ironic, ir"
50467,371,72,5,31,39412,0,0,N,O,1998-08-27,1998-08-22,1998-08-28,COLLECT COD,TRUCK,-- carefully careful requests along
50497,1460,100,1,35,47651,0,0,N,O,1996-04-16,1996-06-20,1996-04-20,TAKE BACK RETURN,RAIL,eposits wake blithely final deposit
50497,887,88,2,14,25030,0,0,N,O,1996-04-24,1996-06-27,1996-05-12,TAKE BACK RETURN,FOB,eposits. pinto beans us
50497,437,38,3,42,56172,0,0,N,O,1996-06-03,1996-06-16,1996-06-07,COLLECT COD,SHIP," haggle slyly after the deposit"
50498,1,77,1,32,28832,0,0,N,O,1997-07-29,1997-06-22,1997-08-04,COLLECT COD,REG AIR,lar packages. slyly ir
50498,1561,62,2,7,10238,0,0,N,O,1997-09-01,1997-07-31,1997-09-29,COLLECT COD,TRUCK,sly. regular accounts cajole. pend
50498,458,17,3,35,47546,0,0,N,O,1997-08-24,1997-07-06,1997-08-26,NONE,FOB,cuses. slyly regular notornis sle
50528,1709,52,1,7,11275,0,0,N,O,1997-04-05,1997-02-28,1997-04-19,TAKE BACK RETURN,SHIP,boost slyly furiously ironic ideas. quick
50528,384,41,2,7,8991,0,0,N,O,1997-02-04,1997-02-26,1997-02-18,COLLECT COD,REG AIR,ual packages. accounts along the slyly fina
50528,1435,53,3,40,53457,0,0,N,O,1997-02-27,1997-02-04,1997-03-13,TAKE BACK RETURN,AIR,ckages haggle car
50528,667,30,4,43,67409,0,0,N,O,1997-03-16,1997-02-24,1997-03-18,COLLECT COD,RAIL,"r courts serve carefully close, ironic "
50528,1912,13,5,38,68929,0,0,N,O,1997-04-04,1997-01-12,1997-04-10,COLLECT COD,AIR,s. sometimes ruthless theodolite
50528,866,100,6,27,47705,0,0,N,O,1997-02-11,1997-02-08,1997-03-13,DELIVER IN PERSON,FOB,"nusual, regular "
50529,133,60,1,26,26861,0,0,N,O,1996-05-26,1996-03-18,1996-06-24,COLLECT COD,RAIL,"inal, unusua"
50529,1191,28,2,45,49149,0,0,N,O,1996-02-15,1996-04-16,1996-03-01,NONE,TRUCK,requests: regular foxes haggle c
50531,3,4,1,41,37023,0,0,N,O,1996-05-06,1996-07-09,1996-05-16,NONE,FOB,. carefully regular ideas detec
50531,1537,58,2,9,12947,0,0,N,O,1996-06-15,1996-07-04,1996-06-22,TAKE BACK RETURN,RAIL,sts nag. furio
50531,218,46,3,46,51438,0,0,N,O,1996-07-27,1996-07-11,1996-08-03,DELIVER IN PERSON,MAIL," cajole blithely even ideas. slyly s"
50531,15,91,4,48,43920,0,0,N,O,1996-07-16,1996-06-24,1996-08-10,COLLECT COD,FOB,"sits use bravely slyly regular "
50531,1872,59,5,6,10643,0,0,N,O,1996-08-02,1996-06-03,1996-08-20,TAKE BACK RETURN,AIR,ve the excuse
50531,1853,83,6,50,87743,0,0,N,O,1996-07-29,1996-07-24,1996-08-27,TAKE BACK RETURN,MAIL,dencies cajole t
50534,1981,70,1,11,20713,0,0,N,O,1998-06-24,1998-04-18,1998-07-04,COLLECT COD,MAIL,ns. furiously regular packages cajo
50534,805,39,2,44,75055,0,0,N,O,1998-05-12,1998-04-26,1998-05-27,TAKE BACK RETURN,RAIL,lent pinto beans ar
50560,1933,22,1,7,12845,0,0,N,O,1996-11-26,1996-12-01,1996-12-09,DELIVER IN PERSON,SHIP,g to the carefully ironic theodolite
50560,1671,13,2,19,29881,0,0,N,O,1996-10-02,1996-12-04,1996-10-07,TAKE BACK RETURN,AIR," final ideas. quickly"
