Review_Title,Review_Text,Verified_Buyer,Review_Date,Review_Location,Review_Upvotes,Review_Downvotes,Product,Brand,Scrape_Date
Love it.,#dermalogicalgiftedme their amazing exfoliant. I love the texture. I love the way my skin feels post exfoliating etc. I'm normally not into physical exfoliants but thus one ticks all the right boxes for me.,No,1 year ago,Pa,0,0,Daily Microfoliant,Dermalogica,3/27/23
Love my smooth skin!!,Complimentary from Dermalogica. This microfoliant made my skin feel super smooth and glowy. I loved how rejuvenated I felt. This is definitely something I will continue to purchase. Dermalogica continues to impress me.,No,1 year ago,CHICAGO,0,0,Daily Microfoliant,Dermalogica,3/27/23
I love it so much,"just started using this & the way my skin feels after every use is just, wonderful. It makes my skin glow and look so much brighter. I love it so much! I like that there is no fragrance in it as well!",No,1 year ago,"Little Rock, Arkansas",0,0,Daily Microfoliant,Dermalogica,3/27/23
Nice exfoliator. Not harsh!,"Dermalogica Daily microfoliant did a good job in exfoliating my skin. It was not harsh at all and I think it is a good option for combo to oily skin for using daily (if need be). My skin felt smooth and felt firm. I followed up with my regular serum and moisturizer. I think using this product can get slightly messy if we are not cautious! When you add water, the grains turn into foam.",No,1 year ago,"Salem, Oregon",0,0,Daily Microfoliant,Dermalogica,3/27/23
A great exfoliant!,Love this exfoliant! It really helps my skin to feel soft without being overly harsh or irritating. I have sensitive skin and this product hasn't bothered me. I would definitely recommend trying it out!,No,1 year ago,"Jacksonville, FL",0,0,Daily Microfoliant,Dermalogica,3/27/23
Keeps my skin baby soft,I received this gifted by dermalogica and I love how baby soft my skin feels. I love that I can use this everyday. Its very gentle on the skin and I noticed my pores are smaller and my skin looks brighter. This foams up well and it has replaced all my other exfoliators. I recommend for all skin types.,No,1 year ago,"Menomonie, wi",0,0,Daily Microfoliant,Dermalogica,3/27/23
Definitely exfoliating,"I have been using this microfoliant for years now! I received this as a sample many years ago at ulta and after the first try I was in love! My face felt so smooth and clean, my moisturizer sank in my skin and I always woke up with pretty soft skin! I have sensitive acne prone skin and this is not to abrasive! I only use this twice a week maximum and always follow with the active moist moisturizer from Dermalogica!",No,1 year ago,West Palm,0,0,Daily Microfoliant,Dermalogica,3/27/23
Awesome for travel and sensitive skin!,"This has been my go-to travel exfoliant for years! It's quick and easy to use, saving me time when I'm on vacation and don't have time to do my normal routine. This exfoliant is gentle enough to use everyday, creating a smooth base for makeup, but is never irritating. Normally my very oily and congested skin needs a deep exfoliation at least once a week, but this one can let me get away with two weeks without.",No,1 year ago,Washington D.C.,0,0,Daily Microfoliant,Dermalogica,3/27/23
Love it!,This makes my skin feel so soft and smooth! I love how well it exfoliates my skin while still being gentle enough for my sensitive skin. I use it 2 times a week and my skin has improved so much! I definitely recommend it!,No,1 year ago,Los Angeles,0,0,Daily Microfoliant,Dermalogica,3/27/23
Loving this,"I'm loving this product so far, I have very sensitive skin and this was not harsh on it whatsoever. After two uses I could already feel my skin being smoother and looking more glowy which is great for make up application. Definitely recommend this product",No,1 year ago,Alameda,0,0,Daily Microfoliant,Dermalogica,3/27/23
Love it,"My skin looks brighter, more refreshed, and feels lighter after using this! I would recommend it and plan to use it over and over. I can't believe how exfoliated my skin feels. I love it. It was gifted by Dermalogica.",No,1 year ago,Virgini,0,0,Daily Microfoliant,Dermalogica,3/27/23
The best!,"This product has left me amazed. I have used it daily, mixing it with water to create a paste. The sensation when rinsing on my face is just softness! My skin feels so smooth, bright, and clean, blackheads have decreased dramatically. I can see and feel the results right away.",No,1 year ago,San Antonio TX,0,0,Daily Microfoliant,Dermalogica,3/27/23
amazing product,"Dermalogica gifted me this daily microfoliant. This is a brightening powder exfoliant. I get brighter, smoother skin using this iconic exfoliating powder. It activates upon contact with water to polish skin to perfection.",No,1 year ago,Illinois,0,0,Daily Microfoliant,Dermalogica,3/27/23
Such a nice Polish!,I received this complimentary from Dermalogica and it is such a nice fine polish for my skin. The tiny crystals foam up to a nice lather. Overall my skin felt really nice & soft after using this. And this jar will last ages because you only need the tiniest amount!,No,1 year ago,Michigan,0,0,Daily Microfoliant,Dermalogica,3/27/23
Absolutely the best,"I absolutely love this Dermalogica Microfoliant. It is absolutely the best microfoliant on the market. It truly is perfect, I love the texture of it. It is a super delicate and love that it has a gentle touch.",No,1 year ago,Los Angeles,0,0,Daily Microfoliant,Dermalogica,3/27/23
So far so good!,"I am very picky with exfoliants, I haven't been a fan of many but this one has been so gentle to my skin! Doesn't feel harsh and really leaves my skin feeling SO smooth! My skin definitely looks much brighter too Kindly gifted by dermalogica",No,1 year ago,New York,0,0,Daily Microfoliant,Dermalogica,3/27/23
Great product!,I received this product as a complimentary from Dermalogica. I loved this product and I also love Dermalogica. After use I felt my skin so soft and smooth. I've been using every day and my skin is great.,No,1 year ago,"Salem, MA",0,0,Daily Microfoliant,Dermalogica,3/27/23
Soooo good!!!,I looooove this scrub- the texture so super fine and my skin is so baby soft and smooth afterwards. It literally glows and is so bright and pretty! My makeup went on so much more smoothly. Can't recommend this enough!,No,1 year ago,Phoenix Az,0,0,Daily Microfoliant,Dermalogica,3/27/23
Great microfoliant,I received the Daily Microfoliant complimentary from Dermalogica in exchange for my honest review. This exfoliating powder cleanser is incredibly gentle and cleansing. It works very well as the second step in a double cleanse. My skin feels smooth and clean but not tight or stripped. I highly recommend this microfoliant.,No,1 year ago,GA,0,0,Daily Microfoliant,Dermalogica,3/27/23
Must Have!,"I was pleasantly surprised by Dermalogica's Daily Microfoliant. This product activates when it comes in contact with water. It is gentle yet so effective. I love that you can use it daily. It removes all the gunk from your skin and ensures that your pores don't get clogged. My skin looks smoother, softer and I enjoy using this product. I received this complimentary from Dermalogica. Another winner from the brand!",No,1 year ago,MN - Minnesota,0,0,Daily Microfoliant,Dermalogica,3/27/23
GET IT! IT'S SO GOOD !,"I just started using the Dermalogica Daily Microfoliant and I am already feeling and seeing a difference. I usually have very tiny bumps around my nose that you can't really see but feel. However, after I used the Microfoliant, I immediately felt those bumps go away, my nose was extremely smooth and it made my makeup looks 10X better, Also it helped get rid of the majority of my black and white heads on my nose and chin; they are not completely gone since I just started using it but I know that if I keep being consistent with it they'll go away. The product is very gently, it's not a harsh exfoliant so if you have sensitive skin it shouldn't break you out or anything. I would highly recommend this product for anybody.",No,1 year ago,"Philadelphia, PA",0,0,Daily Microfoliant,Dermalogica,3/27/23
Smooth!,First off I love everything I've tried from Dermalogica. I've used this after my pre cleanse and cleansing gel and it's a great trio. I love the soft exfoliating feeling. Skin feels buffed and smooth afterwards.,No,1 year ago,New York,0,0,Daily Microfoliant,Dermalogica,3/27/23
Obsessed with Dermalogica,A phenomenal product made by a phenomenal brand. Dermalogica always leaves my skin feeling and looking it's best! This exfoliation is not harsh on your skin like other products - meaning it's okay for acne prone and sensitive skin!,No,1 year ago,St. Louis,0,0,Daily Microfoliant,Dermalogica,3/27/23
mindblowingly GOOD!,I was gifted by Dermalogica. My skin has never looked smoother and felt this baby soft! WOW this is such a fantastic product. I tend to use it every other day to make sure I remove dead skin cells and I've been seeing such great results.,No,1 year ago,New York,0,0,Daily Microfoliant,Dermalogica,3/27/23
so good!,I received this product complimentary from Dermalogica (ULTA Team) for my honest review. This daily microfoliant is so good on my skin. I love how gentle it is and how it helps my skin get that extra cleanse without being to rough or dry on my face.,No,1 year ago,NYC,0,0,Daily Microfoliant,Dermalogica,3/27/23
Gentle!,I have combination skin. I absolutely adored using this product. It has a great texture that doesn't irritate my skin or feel too rough. It works very well and i feel very exfoliated after every use. My skin tends to look a lot brighter and feels very smooth after I wash my face with this product. Although i did receive this gifted by Dermalogica (ULTA Team) I have been using this for a while and i will continue to enjoy using this.,No,1 year ago,"fort lauderdale, fl",0,0,Daily Microfoliant,Dermalogica,3/27/23
Gently exfoliation,I have combination skin. I absolutely adored using this product. It has a great texture that doesn't irritate my skin or feel too rough. It works very well and i feel very exfoliated after every use. My skin tends to look a lot brighter and feels very smooth after I wash my face with this product. Although i did receive this gifted by Dermalogica (ULTA Team) I have been using this for a while and i will continue to enjoy using this.,No,1 year ago,fort lauderdale,0,0,Daily Microfoliant,Dermalogica,3/27/23
Gentle but very effective,"Dermalogica gifted me this product in exchange of my honest review.I am usually not a scrub person but this product changed my entire view about exfoliants and scrubs. This is a very gentle exfoliant.  I have used that did not cause any irritation whatsoever. After application, my face felt smooth, soft and cleansed. My face looks brighter now. It is so gentle so it is safe to use everyday. It comes in a powder form and it is quickly activated with a little bit of water. It is kind of fun to mix them up but if you are in a rush it could be little harder to use. But if you have time it is definately a nice and pampering experience. It is great that it comes in a powder form because you can decide how much scrub you need and arrange the consistency to your preference. Overall, Dermalogica has never dissapointed me . Certainly this amazing product  is no exception.  This one is gentle and effective to achieve a smoother and brighter skin. So glad that I have finally found an exfoliant that doesn't irritate my skin. Highly reccomend.",No,1 year ago,NY,0,0,Daily Microfoliant,Dermalogica,3/27/23
YES & YES,"Okay where has this been my whole life?! This is an incredible physical exfoliator that won't damage your skin or leave you too dry. My skin after is incredibly soft and bright, even after a few uses.",No,1 year ago,"Brooklyn, NY",0,0,Daily Microfoliant,Dermalogica,3/27/23
Gentle Exfoliator! Safe for sensitive skin,I was apprehensive to try this because I have sensitive skin but it's SO gentle! It's so easy to use - the powder mixes instantly to create a super gentle exfoliator. It left my skin feeling so soft and it wasn't drying or irritating! I am so pleasantly surprised by this! Also love that it doesn't have a scent!,No,1 year ago,Boston,0,0,Daily Microfoliant,Dermalogica,3/27/23
Love!,I really enjoyed using this product! I paired it with my pre cleanse and have been using it for a couple weeks now! My skin feels so soft and clean once washed and my makeup feels a lot easier to apply as well!,No,1 year ago,Las vegas,0,0,Daily Microfoliant,Dermalogica,3/27/23
Love their products,"I love Dermalogica products, its a good brand to trust and to use for sensitive skin. Their products don't have a strong smell, and it makes your skin feel so soft and clean. My makeup applies to nice and it looks very natural.",No,1 year ago,chicago,0,0,Daily Microfoliant,Dermalogica,3/27/23
Been using it for many years,"I've been using Daily Microfoliant for many years on and off. It's a good alternative for scrubs because it provides a much gentler physical exfoliation, but the formula also has chemical exfoliants in it, which makes it more effective. I like to mix it with Dermalogica PreCleanse oil when I need a really deep clean.",No,1 year ago,MI,0,0,Daily Microfoliant,Dermalogica,3/27/23
Great!,Very excited to see the results after continual use of this product. This is what I would classify as a gentle exfoliant and doesn't leave my skin super red and painful. My skin feels super soft and it has a decent scent.,No,1 year ago,Dallas,0,0,Daily Microfoliant,Dermalogica,3/27/23
love it!!!,"Dermalogica gifted me their daily microfoliant in exchange for my honest review. This cleansing powder goes on the skin pretty gently and made my skin feels super smooth and soft. My skin had an instant brightness and glow, and my face generally just felt nice and exfoliated. All of my skincare and makeup glided on really nicely after use.",No,1 year ago,New York,0,0,Daily Microfoliant,Dermalogica,3/27/23
recent addition,"i've heard so many great things about this daily microfoliant so i was looking forward to trying it. i'm slowly easing it to my routine instead of jumping onto using it everyday. so far, i haven't had any negative reactions to it. i get cystic acne and i'm hoping this will reduce or get rid of them.",No,1 year ago,"new york, ny",0,0,Daily Microfoliant,Dermalogica,3/27/23
I will be gifting this to my mom & sister it is that good!,I received this complimentary to try and I am so glad I discovered it. I can't believe how smooth and radiant my skin looks and feels after using this Dermalogica Daily Exfoliant. My skin feels so soft and youthful. Even my daily make up applies so much more smoothly. I had a big family party this weekend and my make up came out so great because it just glided on my smooth skin. My skin actually looks brighter and more radiant as well. I got a ton of compliments on my look. My skin has a healthy glow which is what I was hoping for as we head into the holiday party season.,No,1 year ago,NJ,0,0,Daily Microfoliant,Dermalogica,3/27/23
Wonderful exfoliant!,"Complementary from Dermalogica (Ulta Team). There are too many products out there that don't do what they claim do to, but I can always depend on Dermalogica to give me the results that I'm looking for. My skin feels and looks so much better after using this for two weeks.",No,1 year ago,san feancisco,0,0,Daily Microfoliant,Dermalogica,3/27/23
You have to have it!!!,"I swear by this exfoliator. The weather where I live is up & down, very unpredictable and that sometimes causes my skin to get congested with breakouts, so this has been my best friend. I'm already an avid user of Dermalogica products because they just work for my combination oily skin. The powder aspect for me makes it great because it won't slip out of my hands & gets activated when I rub them, so I love using it while I'm in the shower. It's been a life saver & I'm seeing real results. You have to try it!",No,1 year ago,"Tulsa, OK",0,0,Daily Microfoliant,Dermalogica,3/27/23
Amazing!,"This Dermalogica face scrub is hands down the best. I live in a cold climate and have nasty crusty dry skin in the winter. This takes all the dry skin away, leaves my skin bright and so smooth ready for makeup application. I add a great moisturizer after. I received as gift from Dermalogica (Ulta team) for an honest review but I've purchased several of these myself.",No,1 year ago,Minnesota,0,0,Daily Microfoliant,Dermalogica,3/27/23
Great Texture & Effective,"Great exfoliant, works great for smoothing and brightening skin. The texture is super cool- you add water to the powder and then apply to your skin- same as the Tatcha rice powder or Holifog vitamin C cleanser if you've tried those. Skin felt really nice and polished afterwards. Gifted by Dermalogica (Ulta Team)",No,1 year ago,CT,0,0,Daily Microfoliant,Dermalogica,3/27/23
My favorite type of physical exfoliant!,One of my favorite physical exfoliants!! I love how you get so much product because this exfoliant comes in powder form. To activate it you just add some water and then form a paste/wash out of it/. This scrub is not harsh or abrasive compared to other brands and really works to clear away dead skin.,No,1 year ago,"Chicago, IL",0,0,Daily Microfoliant,Dermalogica,3/27/23
Worth it,I was surprised at how well this works to instantly make my skin feel so soft and extra clean. I only use it on the days that I wear makeup to make sure my face is completely clean. Not abrasive and I like how the small bottle will last for a long time. ,No,1 year ago,Redondo Beach,0,0,Daily Microfoliant,Dermalogica,3/27/23
Must have,I received these product complimentary in exchange for my honest review. As esthetician I always recommend to exfoliate a couple times a week and powder microfoliant one of my to go. I have normal combination skin and I have Tzone . After using this product my pores are clean and skin feels very smooth. My cream and serum penetrate better after using exfoliant. Skin looks bright. I like the packaging and this product has no scent. Will last long time and I like the ingredients. Definitely a keeper .,No,1 year ago,Maryland,0,0,Daily Microfoliant,Dermalogica,3/27/23
Derm derm,"Gifted by dermologica* obsessed! This was an absolute pleasure to use! Poured into my hand after my first cleanse and then lathered up nicely, I can see why it's so popular. Putting this into my routine at night a few times a week has really helped!",No,1 year ago,Philly,0,0,Daily Microfoliant,Dermalogica,3/27/23
Love the gentle physical exfoliation!,"This has become one of my favorite ways to exfoliate! I love that it works well with my sensitive skin providing gentle exfoliation without redness and irritation. Really easy to use and appreciate you can ""adjust"" the exfoliation by adding more or less water. After using my skin is SO soft and smooth. Really creates a beautiful overall glow. Skincare seems to absorb better and makeup applies more evenly. I prefer this to chemical exfoliation. I received this complimentary from Dermalogica.",No,1 year ago,Ohio,0,0,Daily Microfoliant,Dermalogica,3/27/23
Best Gentle Exfoliant!,"I received this product complimentary from Dermalogica to try out and share my honest opinion. I LOVE the Daily Microfoliant! I have sensitive skin so when it comes in exfoliation, I don't like anything too harsh or abrasive and nothing with those little plastic like beads. This powder is rice-based and super gentle! I use this as the second step in my cleansing routine and my face is totally clear from any makeup or sunscreen residue afterwards. I feel like this is starting to help my acne and make my face appear slightly brighter and doesn't irritate at all or leave redness like some other physical exfoliants. I will definitely repurchase this product after mine runs out!",No,1 year ago,"New York, NY",0,0,Daily Microfoliant,Dermalogica,3/27/23
Amazing!,"This microexfoliant is one product you need in your skincare routine. I am still in shock at how soft, smooth and bright it made my skin. Plus, it's gentle enough for daily use with no redness or irritation. I love how much better my makeup looks after using this. This is one product I will never be without. Gifted by Dermalogica (ULTA Team)",No,1 year ago,"Flushing, NY",0,0,Daily Microfoliant,Dermalogica,3/27/23
Gentle!,"This exfoliator is fine to use on it's own and make a little paste out of it with warm water, but I prefer to mix it in with my cleanser. I feel like this is my favorite way to use it! I don't have sensitive skin, but this is really gentle. It's ok for me to use daily. I got this as a Birthday Sample from Ulta and I've been hooked ever since. Complimentary of Dermalogica",No,1 year ago,Wisconsin,0,0,Daily Microfoliant,Dermalogica,3/27/23
Great product,"Love this product. I could actually see improvement in the size of my pores, redness around my nose and dullness, I do follow a very strict skincare routine, but I think that I will stick to this product for a while. I used it after cleaner, toner, then this product. I only use it at night, so if you planning on using it twice a day you might even see results faster. Give it a try! Gifted by Dermalogica",No,1 year ago,"Los Angeles,CA",0,0,Daily Microfoliant,Dermalogica,3/27/23
Baby Soft Skin!,"My skin is mature and very dry! Specially during winter season! I honestly thought a glowing skin was something of the past until I started using the whole Dermalogica line! This microfoliant is fabulous! Very effective yet gentle, it removes all dead cells and gunk, helping other products to sink into the skin! I recommend!",No,1 year ago,"Philadelphia, PA",0,0,Daily Microfoliant,Dermalogica,3/27/23
Do yourself a favor and buy this now!,"This product definitely made my skin brighter and smoother. The texture has become a lot softer and it is visibly healthier. Since it has improved my skin texture, it has made applying make up look so much better. Use this if you want smooth, glowing, and brighter skin with or without make up. Highly recommend.",No,1 year ago,Florida,0,0,Daily Microfoliant,Dermalogica,3/27/23
no need for facials!!,"I used to get facials every two weeks for years. Without them, my skin would start to look dull with almost a grey hue. However, this year I became a mom and my priorities changed big time! No longer having the time to go for my bi-weekly facials, I was looking for a product that would keep my skin from getting dull – I was looking for a good exfoliating product that would help me thoroughly remove daily makeup and ensure my pores don't get clogged. Dermalogica's Daily Microfoliant does exactly that! My skin looks smoother, softer, and brighter and it doesn't cause any irritation even when used daily. I'm a fan!",No,1 year ago,California,0,0,Daily Microfoliant,Dermalogica,3/27/23
Such a fun staple product!,"I love that this is a powder. I did not realize that it was until I got it, but it's so fun to use! I'm a skincare lover so I enjoy my routine. Products like this make me excited to use, and it works so well! It's gentle but effective and I love that you can use it every day if you want to. I typically use things like this whenever I feel like I need it vs everyday however it's nice being able to! Gifted by dermalogica",No,1 year ago,Nyc,0,0,Daily Microfoliant,Dermalogica,3/27/23
Daily Microfoliant,Complimentary from Dermalogica. The Daily Microfoliant is the most gentle face scrub I've ever used before! I used this product once daily and it has really evened my skin tone and my face feels super smooth and soft after each use. My skin looks brighter too!,No,1 year ago,USA,0,0,Daily Microfoliant,Dermalogica,3/27/23
Review,I loved this product gifted by dermaolgica and really felt it made a difference in my skin texture and appearance and how it affected me. I would highly recommend this as an excellent exfoliant!!!!!!!,No,1 year ago,Ny,0,0,Daily Microfoliant,Dermalogica,3/27/23
Super Gentle,"I love this daily Microfoliant from Dermalogica because it is super delicate with my skin, its particles are super small, it is rice-based I can use it daily without irritating my skin, this exfoliation makes my other products, such as those with Vitamin C, absorb better. I use 2 or 3 times a week.",No,1 year ago,Arizona,0,0,Daily Microfoliant,Dermalogica,3/27/23
"Easy to use powder daily scrub , clean beauty","The thing I love about this is how is in powder form - I use it while taking shower , simply make a paste and gently scrub . This is did not break out my sensitive skin and gave a visible glow .love the packaging too , easy to use.",No,1 year ago,New York,0,0,Daily Microfoliant,Dermalogica,3/27/23
"Smoother, brighter skin","I love Dermalogica products and this daily exfoliant gifted by Dermalogica is the perfect product to get rid of dull, dead skin for a softer, more vibrant complexion. I have sensitive skin and it doesn't irritate it at all. I've noticed a difference in the brightness of my skin.",No,1 year ago,"Chicago, IL",0,0,Daily Microfoliant,Dermalogica,3/27/23
I like to buy daily microfoliant agen.,"Last week I start to using daily microfoliant. This product is my favorite exfoliate, my skin feels super clean and glowing. My skin looks much more brighter and smoother. After using this product Makeup looks stunning. I am really in love and I feel thankful find my forever exfoliate.",No,1 year ago,Usa,0,0,Daily Microfoliant,Dermalogica,3/27/23
Just get it,A MUST have for your makeup routine. I have dry skin so I don't use it daily but I do use it twice a week and before I put makeup. It's the perfect amount of exfoliation to get off dead skin and create a perfect surface to put makeup on top of.,No,1 year ago,Knoxville tn,0,0,Daily Microfoliant,Dermalogica,3/27/23
Nice!!,Such a huge fan of their products and this product did not disappoint as usual! It really works and I've seen a great improvement k. My skin already. It's been a few days but love it. Complimentary products by Dermalogica,No,1 year ago,Los Angeles,0,0,Daily Microfoliant,Dermalogica,3/27/23
Perfect even for sensitive skin,"This product is fantastic even for sensitive skin like mine. I'll use it two times a week, in my night routine, The product is very easy to use and it will last you a long time, only a small quantity is needed to wash the whole face. Afterwords the skin feels very soft and It glows, it has that salt sought appearance of glass skin. I have never experienced irritation although my skin is sensitive, due to not being as harsh as other exfoliants.",No,1 year ago,"Los Angeles, CA",0,0,Daily Microfoliant,Dermalogica,3/27/23
I would buy again,I was gifted by Dermalogica. I have sensitive skin and this exfoliant is so gentle on my skin. My skin feels super smooth afterwards. I highly recommend this product if you have uneven skin tone. This product is amazing.,No,1 year ago,Hawaii,0,0,Daily Microfoliant,Dermalogica,3/27/23
Excellent,"Gifted by dermalogica, I received this microfoliant. I love the way my skin feels and how glowy it appears! My blemishes have decreased and my pores look tighter! I only need such a small amount and it lathers nicely. I recommend!",No,1 year ago,Florida,0,0,Daily Microfoliant,Dermalogica,3/27/23
The best scrub out there,"This is the BEST scrub I have ever used. I started using it when my acne was at its absolute worst, so I was hesitant to try it out and irritate my skin more. However, it is incredibly gentle, but still effective. It leaves my skin feeling super smooth and clean. It really is the best scrub to use daily. I highly recommend trying out this product!",No,1 year ago,LA,0,0,Daily Microfoliant,Dermalogica,3/27/23
I definitely recommend,This is a wonderful exfoliant! Not to powerful on the skin. I love the effect of the enzyme powder. This activates upon contact with water. It is a wonderful product made to clear blemishes and reduce pore size. I recommend.,No,1 year ago,"Miami, FL",1,0,Daily Microfoliant,Dermalogica,3/27/23
MUST HAVE!,I received this product complimentary from Dermalogica (ULTA Team). I love this exfoliator. It reminds me a lot of the tat ha rice polish but better. I love this because it is not harsh on my skin and it helps to brighten my complexion. Lastly I love that it is gently enough for daily use. My skin is always smooth!,No,1 year ago,"Hesperia, CA",0,0,Daily Microfoliant,Dermalogica,3/27/23
Very gentle,"This is the most gentle facial wash exfoliator ever , I love dermalogica products I am such a fan of their skincare there products are amazing genuinely if you have tried them then you know what I'm talking about",No,1 year ago,Houston tx,0,0,Daily Microfoliant,Dermalogica,3/27/23
love this exfoliant,"Adore this exfoliant! It has microexfoliation properties I feel don't rub too hard against my skin. I feel this winter weather gives me such dull skin texture, so I do enjoy how it removes the top layer and makes it feel so smooth after!",No,1 year ago,san diego,0,0,Daily Microfoliant,Dermalogica,3/27/23
Great products,"Another great product by Dermalogica. Gentle enough to use daily even on my sensitive skin. i love how it turns into foam. Leaves skin perfectly smooth and soft, practically glowing. Make up looks so much better too after using the exfoliating powder. I received the product for free.",No,1 year ago,New york,0,0,Daily Microfoliant,Dermalogica,3/27/23
My favorite exfoliator,"I received this complimentary from Dermalogica in exchange for my honest review. One of my favorite skin care products, gentle enough to use daily and does a great job of exfoliating my skin. A staple in my skincare routine.",No,1 year ago,NY,0,0,Daily Microfoliant,Dermalogica,3/27/23
Good product for redness,So far I've used it for a week and have noticed a slight difference. It has definitely helped with my slight redness and pores. I have slight sensitive skin and this felt fine on my skin. No burn or sting,No,1 year ago,Sacramento ca,0,0,Daily Microfoliant,Dermalogica,3/27/23
You need this,I don't know how I lived without products like this before! If you're not using a chemical exfoliant yet you are missing out. Physical exfoliants can be very harsh on the skin but chemical exfoliants get rid of the dead skin cells without causing any damage! If you struggle with a dull skin I would highly recommend this product! I have a slightly sensitive skin and I am OK with using this daily.,No,1 year ago,Boise,0,0,Daily Microfoliant,Dermalogica,3/27/23
Makes my skin smoother,Wonderful product that I received complimentary from Dermalogica. I have a combination skin type and sometimes it can be dry in some places. This helps me to clean my skin and remove extra. Doesn't irritate my sensitive skin which is great!,No,1 year ago,Chicago,0,0,Daily Microfoliant,Dermalogica,3/27/23
Love it,I'm familiar with powder washes like this and this was such a delight to use. I love how soft my skin felt afterwards and the way that my skincare went on. Even when I apply my foundation it went on better.,No,1 year ago,Nyc,0,0,Daily Microfoliant,Dermalogica,3/27/23
Great,"Great daily exfoliant, brightens my skin nicely. I use it daily and massage for about a minute, sometimes longer, sometimes less - depends on how much time I how for my routine. But I'm always excited with result. Gifted by Dermalogica.",No,1 year ago,Albuquerque NM,0,0,Daily Microfoliant,Dermalogica,3/27/23
The best,Dermalogica daily micropoliant is the best exfoliant out there I noticed a difference after the very first use my skin was brighter and healthy I absolutely love this product I use it every other day,No,1 year ago,NY,0,0,Daily Microfoliant,Dermalogica,3/27/23
Clean skin,"Dermalogica's Daily Microfoliant has salicylic acid, making it a great face wash for me. It makes my skin tone even and clear. My skin feels soft and clean afterwards. This was complimentary from Dermatalogica.",No,1 year ago,New York,0,0,Daily Microfoliant,Dermalogica,3/27/23
Great Product!,"I loved this product. It's gentle enough to use every day, and I felt like my skin felt very clean and smooth after a few days of use. I have acne prone skin and this didn't cause me to break out. Very happy.",No,1 year ago,South Carolina,0,0,Daily Microfoliant,Dermalogica,3/27/23
A favorite!,This works so well and I like to use it few times a week. Very gentle and very effective. Leaves my skin smoother and brighter. The best part is that it does not cause any dryness. This has become a favorite.,No,1 year ago,NY,0,0,Daily Microfoliant,Dermalogica,3/27/23
Ahhh,"This was gifted by dermalogica, but first I would love to say this is the best exfoliating thing I ever use . It's not to stripping on the skin and very gentle and great for my skin because I always get little skin peeling when I do my makeup",No,1 year ago,Westminster,0,0,Daily Microfoliant,Dermalogica,3/27/23
Add this to your routine,"This is one of my favorite exfoliators, such a great product. The ingredients are also great. It doesn't dry out my skin, of course don't over use it. I exfoliate one a week twice if my skin needs it.",No,1 year ago,"Los Angeles, CA",0,0,Daily Microfoliant,Dermalogica,3/27/23
Perfect light Moisturizer,This has the loveliest silky smooth texture that just absorbs into your skin right away!!! It keeps my skin moisturized throughout the whole day even though it's so light weight! I also love that it is scent free and a little goes a long way! Can't wait to start seeing the brightening effects!,No,1 year ago,New York,0,0,Daily Microfoliant,Dermalogica,3/27/23
Highly recommended!,This is the best exfoliating product I have ever used. It makes your skin smooth and silky. You feel your skin has been nourished . It's a must have for my daily skin care regimen. It really helps with pore size and leaves my skin glowing! It's not to harsh for the skin. Absolutely love it!,No,1 year ago,New York,0,0,Daily Microfoliant,Dermalogica,3/27/23
Love!,I really love the Daily Microfoliant! It is such a cool product and formula and it makes my skin feel so soft and smooth. My makeup goes on way smoother and my skin looks brighter and way more glowy which I love.,No,1 year ago,"los angeles, ca",0,0,Daily Microfoliant,Dermalogica,3/27/23
Deff worth It !!!,This is my first time trying Dermalogica exfoliate and I was nervous at first because I have sensitive skin but I love It ! It makes my skin feel super super smooth. Super simple to use also! Definitely recommend,No,1 year ago,Delray Florida,0,0,Daily Microfoliant,Dermalogica,3/27/23
Wonderful product!,"I've been using Dermalogica's Microfoliant for over two years now, so this was a refill bottle for me! I truly think this has changed the texture of my skin so much. My skin feels soft, smooth, and clean after using this. When I use it consistently, it also make a huge difference in the brightness of my skin and hyperpigmentation! I can't recommend this product enough.",No,1 year ago,"New York, NY",0,0,Daily Microfoliant,Dermalogica,3/27/23
My skin is Glowing!!,"I always heard great things about this product, but I never got a chance to try it. This product was gifted to me by Dermalogica. After using it the very first time I noticed that my skin looked SO bright, and it was so smooth and soft. I also noticed that my serum and moisturizer just sunk into my skin so well and when I put my makeup on it looked flawless. This is a MUST have product for me from now on!",No,1 year ago,San Jose,0,0,Daily Microfoliant,Dermalogica,3/27/23
Love This,This product was gifted by Dermalogica for review purposes only. I really love this brand and this is one of my favorite products from their line. It makes my skin feel soft and it also looks brighter.,No,1 year ago,"Philly, PA",0,0,Daily Microfoliant,Dermalogica,3/27/23
Unique texture,"Let's start with the best part, the texture. Texture is so unique & I love the powder turning into creamy texture. Dermalogica will never fail to impress. One of my favorite. Very gentle formula & skin feels & look fresh & glowy.",No,1 year ago,Sanjose,0,0,Daily Microfoliant,Dermalogica,3/27/23
Definitely recommending!,Kindly gifted by Dermalogica. This microfoliant is so incredible! It's definitely a favorite and I especially love using it in the mornings. The powder turns into the most beautiful and soft lather that gently exfoliates my skin without stripping it or drying out my skin. I love how soft it makes my skin feel!!,No,1 year ago,"Los Angeles, CA",0,0,Daily Microfoliant,Dermalogica,3/27/23
